ID ведомства из ФРГУ,Название ведомства,Код ОКАТО региона предоставления,Источник получения данных с оценками,Идентификатор источника получения данных,Идентификатор в ИАС МКГУ,ID услуги из ФРГУ,Название услуги,Дата получения услуги,Идентификатор оцениваемого критерия (показателя),Наименование оцениваемого критерия (показателя),Значение показателя,Единицы измерения оценки (показателя),Дата и время получения оценки,"Мнение получателя услуги, выраженное в текстовом комментарии"
10001755539,,,Телефонный центр,4,610701,10000011206,,2013-12-02 00:00:00 UTC,9,Время предоставления государственной услуги,2,баллы,2013-12-03 12:55:44 UTC,
10001755539,,,Телефонный центр,4,610702,10000011206,,2013-12-02 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,1,баллы,2013-12-03 12:55:44 UTC,
10001755539,,,Телефонный центр,4,610703,10000011206,,2013-12-02 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",3,баллы,2013-12-03 12:55:45 UTC,
10001755539,,,Телефонный центр,4,610704,10000011206,,2013-12-02 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",3,баллы,2013-12-03 12:55:45 UTC,
10001755539,,,Телефонный центр,4,610705,10000011206,,2013-12-02 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,5,баллы,2013-12-03 12:55:46 UTC,
10001751547,,,Телефонный центр,4,610706,10000011206,,2013-12-02 00:00:00 UTC,9,Время предоставления государственной услуги,3,баллы,2013-12-03 12:55:46 UTC,
10001751547,,,Телефонный центр,4,610707,10000011206,,2013-12-02 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,5,баллы,2013-12-03 12:55:46 UTC,
10001751547,,,Телефонный центр,4,610708,10000011206,,2013-12-02 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",3,баллы,2013-12-03 12:55:46 UTC,
10001751547,,,Телефонный центр,4,610709,10000011206,,2013-12-02 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",5,баллы,2013-12-03 12:55:47 UTC,
10001751547,,,Телефонный центр,4,610710,10000011206,,2013-12-02 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,4,баллы,2013-12-03 12:55:47 UTC,
10001745221,,,Телефонный центр,4,610711,10000011206,,2013-12-02 00:00:00 UTC,9,Время предоставления государственной услуги,3,баллы,2013-12-03 12:55:47 UTC,
10001745221,,,Телефонный центр,4,610712,10000011206,,2013-12-02 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,4,баллы,2013-12-03 12:55:48 UTC,
10001745221,,,Телефонный центр,4,610713,10000011206,,2013-12-02 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",4,баллы,2013-12-03 12:55:48 UTC,
10001745221,,,Телефонный центр,4,610714,10000011206,,2013-12-02 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",5,баллы,2013-12-03 12:55:48 UTC,
10001745221,,,Телефонный центр,4,610715,10000011206,,2013-12-02 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,4,баллы,2013-12-03 12:55:48 UTC,
24099,,,Телефонный центр,4,610716,10000011206,,2013-12-02 00:00:00 UTC,9,Время предоставления государственной услуги,5,баллы,2013-12-03 12:55:49 UTC,
24099,,,Телефонный центр,4,610717,10000011206,,2013-12-02 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,5,баллы,2013-12-03 12:55:49 UTC,
24099,,,Телефонный центр,4,610718,10000011206,,2013-12-02 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",5,баллы,2013-12-03 12:55:49 UTC,
24099,,,Телефонный центр,4,610719,10000011206,,2013-12-02 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",5,баллы,2013-12-03 12:55:49 UTC,
24099,,,Телефонный центр,4,610720,10000011206,,2013-12-02 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,5,баллы,2013-12-03 12:55:49 UTC,
10001741300,,,Телефонный центр,4,610721,10000011206,,2013-12-02 00:00:00 UTC,9,Время предоставления государственной услуги,2,баллы,2013-12-03 12:55:50 UTC,
10001741300,,,Телефонный центр,4,610722,10000011206,,2013-12-02 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,5,баллы,2013-12-03 12:55:50 UTC,
10001741300,,,Телефонный центр,4,610723,10000011206,,2013-12-02 00:00:00 UTC,11,"Вежливость и компетентность сотрудника, взаимодействующего с заявителем при предоставлении государственной услуги",4,баллы,2013-12-03 12:55:50 UTC,
10001741300,,,Телефонный центр,4,610724,10000011206,,2013-12-02 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",4,баллы,2013-12-03 12:55:51 UTC,
10001741300,,,Телефонный центр,4,610725,10000011206,,2013-12-02 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,1,баллы,2013-12-03 12:55:51 UTC,
10001748923,,,Телефонный центр,4,610726,10000011206,,2013-12-02 00:00:00 UTC,9,Время предоставления государственной услуги,4,баллы,2013-12-03 12:55:51 UTC,
10001748923,,,Телефонный центр,4,610727,10000011206,,2013-12-02 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,3,баллы,2013-12-03 12:55:51 UTC,
